context_id|question|answer|Type|侧重逻辑 (Rationale)
205|Who was born first Neil LaBute or H. Bruce Humberstone?|"H. Bruce ""Lucky"" Humberstone"|Comparative|结构与语义的平衡博弈
206|Were Eatza Pizza and Your Pie founded in the same state?|no|Comparative|结构与语义的平衡博弈
207|Who is younger Mary Ramsey or Lee Ranaldo ?|Mary Ramsey|Comparative|结构与语义的平衡博弈
208|What type of species is a Boreo-arctic Montane species found in the most northerly of the abstract five major circles of latitude as shown on maps of the Earth?|beetle|Reasoning|结构主导，多跳路径发现
209|What year was the thesis supervisor of Jocelyn Bell Burnell awarded the Eddington Medal?|1969|Reasoning|结构主导，多跳路径发现
210|"What musical genre was the song that, according to Annet Artani, inspired the Britney Spears song ""Everytime""?"|R&B|Reasoning|结构主导，多跳路径发现
211|British band The Wanted's third album includes a song with a title about which Barbadian superstar?|Rihanna|Reasoning|结构主导，多跳路径发现
212|Jonas Hummels is the younger brother of a German professional footballer who plays for the German national team, and who else?|Bayern Munich|Reasoning|结构主导，多跳路径发现
213|How many test centuries did the grandfather of Fabian Cowdrey make for England ?|22|Reasoning|结构主导，多跳路径发现
214|Anti-Semetism in the 21st Century: The Resurgence was hosted by a journalist and writer who is an anchor of what show?|PBS NewsHour|Reasoning|结构主导，多跳路径发现
215|Which of the following is best known for publicly championing a terminal patient's right to die via physician-assisted suicide: Christy Canyon or Jack Kevorkian?|"Jacob ""Jack"" Kevorkian"|Comparative|结构与语义的平衡博弈
216|The plaintiff in the civil suit Paul v. Clinton was born in which year ?|1948|Reasoning|结构主导，多跳路径发现
217|How long was the rule of the dynasty that was active when the Rosetta Stone was inscribed?|275 years|Reasoning|结构主导，多跳路径发现
218|Sojourners and KO Magazine share what publication format?|magazine|Comparative|结构与语义的平衡博弈
219|At which stadium does the team, for which Baltimore's Marching Ravens is the official marching band, play its home games?|M&T Bank Stadium|Reasoning|结构主导，多跳路径发现
220|The John Messer Barn is a historic structure within the Great Smoky Mountains National Park in Sevier County, Tennessee, this barn is a different Messer Barn in which valley, in the Great Smoky Mountains of North Carolina, located in the Southeastern United States?|Cataloochee|Reasoning|结构主导，多跳路径发现
221|The NBC-affiliated television station, owned by an American telecommunications company whose founder is Julian Sinclair Smith, called WJAR is more commonly known as what?|NBC 10|Reasoning|结构主导，多跳路径发现
222|What nationality is the actress who played the role of Sam Sloan's wife Trudy in the sitcom The Single Guy ?|American|Reasoning|结构主导，多跳路径发现
223|What shopping mall is the largest in south Texas, Malle del Norte or La Plaza Mall?|La Plaza Mall|Comparative|结构与语义的平衡博弈
224|"Who is the mother of the prince that had allegations made against him related to the lawsuit ""Two Jane Does v US""?"|Queen Elizabeth II|Reasoning|结构主导，多跳路径发现
225|In between Memphis International Airport and Southwest Georgia Regional Airport which one is in Tennessee?|Memphis International Airport|Comparative|结构与语义的平衡博弈
226|Which airport is closer to Cleaveland, Ohio, Luis Muñoz Marín International Airport or Rickenbacker International Airport?|Rickenbacker International Airport|Comparative|结构与语义的平衡博弈
227|What profession do Kōbō Abe and Agatha Christie share?|playwright|Comparative|结构与语义的平衡博弈
228|What all female high school is located in a town in Sunyani West District  in the Brong-Ahafo Region of Ghana?|Notre Dame High School|Retrieval|语义优先，兼顾实体锚点
229|Jinchang and Liling, are located in which country?|China|Comparative|结构与语义的平衡博弈
230|What type of vegetation does Fothergilla and Clerodendrum have in common?|plants|Comparative|结构与语义的平衡博弈
231|What are the plants in the same genus as the Dendranthema boreale sometimes called?|mums or chrysanths|Reasoning|结构主导，多跳路径发现
232|Who is the composer Howard Ashman worked with on his musical released in 1982?|Alan Menken|Reasoning|结构主导，多跳路径发现
233|What actor portrayed a character in a television series about a fictional race of superhumans appearing in American comic books published by Marvel Comics?|"Kenneth ""Ken"" Leung"|Reasoning|结构主导，多跳路径发现
234|What comic book published the female superhero created by J. H. Williams III?|DC Comics|Reasoning|结构主导，多跳路径发现
235|What country of origin does Nick Kroll and Get Him to the Greek have in common?|American|Comparative|结构与语义的平衡博弈
236|"The character portrayed in ""Giuliani Time"" is a real-life informal adviser to the White House in which area?"|cybersecurity|Reasoning|结构主导，多跳路径发现
237|Thomas Harris is a novelist who is famous for creating which character?|Hannibal Lecter|Retrieval|语义优先，兼顾实体锚点
238|Who founded the college attended by Thomas Balston, member of the Whatman paper-making family?|William of Wykeham|Reasoning|结构主导，多跳路径发现
239|Joh Bruce Yeh founded a chamber ensemble who won a Grammy in 1985 for their recording of this work based on what Rusian folk tale?|The Runaway Soldier and the Devil|Reasoning|结构主导，多跳路径发现
240|Which director is American, Mark L. Lester or Ken Loach?|Mark L. Lester|Comparative|结构与语义的平衡博弈
241|Kerrygold Irish Cream Liqueur is owned by a company that mainly sells what type or product?|dairy products|Reasoning|结构主导，多跳路径发现
242|The USS LST-510 is a ferry between New London and Orient but what is the population of Orient?|743|Retrieval|语义优先，兼顾实体锚点
243|Which band has more members, Muse or The Raconteurs?|The Raconteurs|Comparative|结构与语义的平衡博弈
244|Titus is the soundtrack to the film that starred which actors?|Anthony Hopkins and Jessica Lange|Reasoning|结构主导，多跳路径发现
245|The producer of The Wreckage of Stars also produced albums for Texas in July, Everclear, and what other American metalcore band from Lancaster, Pennsylvania?|August Burns Red|Reasoning|结构主导，多跳路径发现
246|What magazine an American monthly food and lifestyle magazine founded in 1987, Cooking Light or Hot Rod?|Cooking Light|Comparative|结构与语义的平衡博弈
247|Which tennis player has received a higher World singles ranking, Xavier Malisse or Virginia Wade?|Virginia Wade|Comparative|结构与语义的平衡博弈
248|Atoms for Peace are an English-American experimental rock supergroup comprising Radiohead singer Thom Yorke, is an English musician and composer, best known as the singer and principal songwriter of which band?|Radiohead|Reasoning|结构主导，多跳路径发现
249|What was the year founded of the football team that Aaron Galindo is currently a part of?|1928|Reasoning|结构主导，多跳路径发现
250|What is the nationality of the singer-songwriter who wrote the poetry collection Early Work ?|American|Reasoning|结构主导，多跳路径发现
251|Where does Lance Stephenson of the Indiana Pacers basketball team play his home games?|Bankers Life Fieldhouse|Reasoning|结构主导，多跳路径发现
252|Where did the father of Maria Brontë spend most of his adult life?|England|Reasoning|结构主导，多跳路径发现
253|What is the name of the architect who designed the Lincoln Memorial dedicated in 1922?|Henry Bacon|Retrieval|语义优先，兼顾实体锚点
254|Toronto's Insight Sports is partially owned by what Canadian businessman?|Lawrence M. Tanenbaum|Retrieval|语义优先，兼顾实体锚点
255|Who was born first George Marshall or Allan Dwan ?|Allan Dwan|Comparative|结构与语义的平衡博弈
256|"The 2005 documentary ""The Aristocrats"" was dedicated to a comedian that received how many Emmy Awards?"|six|Reasoning|结构主导，多跳路径发现
257|The Nike Mercurial Vapor is a football shoe worn by which Colombian striker?|Carlos Arturo Bacca Ahumada|Retrieval|语义优先，兼顾实体锚点
258|Lendley C. Black is Chancellor of a university offering how many majors?|85|Reasoning|结构主导，多跳路径发现
259|West Ridge and the ridge that has IndependenceAvenue/Liberation Avenue as its eastern boundary are separated by what road?|Castle Road|Reasoning|结构主导，多跳路径发现
260|What is the historical name of the acid that dissolves phenazine?|oil of vitriol|Retrieval|语义优先，兼顾实体锚点
261|Who completed more books in their lifetime, Anne Frank or John Kennedy Toole?|John Kennedy Toole|Comparative|结构与语义的平衡博弈
262|Die Meistersinger von Nürnberg and Iphigénie en Aulide, are which type of music drama?|opera|Comparative|结构与语义的平衡博弈
