context_id|question|answer|Type|侧重逻辑 (Rationale)
161|Throne of Glass is a young adult high fantasy novel series, by which bestselling American fantasy author?|Sarah Janet Maas|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
162|"The largest ship in the ""Imperator"" class ocean liners had how many gross register tons?"|56,551|Retrieval|侧重高频共现证据与语义匹配，定位具体统计数据。
163|Axle Whitehead was a part of an American comedy-drama television series that is a remake of the British series with the same name set in what city?|Chicago|Relational|最高结构优先级，用于多跳路径发现（Actor -> Series -> Remake Origin/Setting）。
164|Were both Joseph Roth and Cid Corman authors?|yes|Comparative|平衡策略：用于比较两个或多个实体属性（Were both...）。
165|What was the event that Afghanistan competed in for the first time in 2017 officially known as?|the 23rd Summer Deaflympics|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
166|Who was the director of the 2001 American romantic comedy film written by Marc Klein in which Lucy Gordon had a small role?|Peter Chelsom|Relational|最高结构优先级，用于多跳路径发现（Writer/Actor -> Film -> Director）。
167|What hamlet and census designated place was the location of the only pay-per-view Bunkhouse Stampede?|Uniondale, New York|Relational|最高结构优先级，用于多跳路径发现（Event -> Location -> Type/Name）。
168|La Barredora was a gang that declared war on the leader of the cartel based where?|Sinaloa|Relational|最高结构优先级，用于多跳路径发现（Gang -> Rival Leader -> Cartel -> Base）。
169|What year did the chairman of the Jenkins Commission die?|2003|Relational|最高结构优先级，用于多跳路径发现（Commission -> Chairman -> Death Year）。
170|Who was born first, Odysseas Elytis or Cornel West?|Odysseas Elytis|Comparative|平衡策略：用于比较两个或多个实体属性（born first）。
171|"""Let Me Out"" is a song released as the fifth single from what band's fifth studio album ""Humanz"" which was recorded in London, Paris, New York City, Chicago, and Jamaica ?"|alternative rock virtual band Gorillaz|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述（Album -> Band）。
172|Up to how far off can the Deal Timeball be from Coordinated Universal Time?|0.9 s.|Retrieval|侧重高频共现证据与语义匹配，定位具体统计数据。
173|Superheaven and Oceansize, are bands of which shared genre?|rock|Comparative|平衡策略：用于比较两个或多个实体属性（Shared Genre）。
174|What nationality was a  historical drama film directed by?|Argentine|Relational|最高结构优先级，用于多跳路径发现（Film -> Director -> Nationality）。*注：此问题语法不完整，推测为 Directed by whom -> Nationality*
175|Who has more scope of profession, Richard Ford or Robert E. Howard?|Richard Ford|Comparative|平衡策略：用于比较两个或多个实体属性（Scope of profession）。
176|The American Aircraft Penetrator was modified from a helicopter produced by what nation's military?|United States|Relational|最高结构优先级，用于多跳路径发现（Aircraft -> Base Model -> Manufacturer/Nation）。
177|Canton Road Station was a planned railway station on the Kowloon Southern Link of West Rail Line, that was to run beneath a large shopping mall located where?|Tsim Sha Tsui, Hong Kong|Relational|最高结构优先级，用于多跳路径发现（Station -> Mall -> Location）。
178|What South Korean sitcom starred a South Korean singer and actress who began her music career at the age of 15?|The Producers|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述（Description -> Sitcom）。
179|Ghostbusters is a song written and recorded by Ray Parker Jr. as the theme song for a movie starring a Canadian-American actor who was an original member of the Not Ready for Prime Time Players on what show?|Saturday Night Live|Relational|最高结构优先级，用于多跳路径发现（Song -> Movie -> Actor -> Show）。
180|Gelatine was an airship piloted on September 19, 1905 by a pioneer American aviator and what?|barnstormer|Retrieval|极度依赖语义理解，挖掘概念定义（Occupation/Type）。
181|Which movie was released first, The Hunchback of Notre Dame or Saludos Amigos?|Saludos Amigos|Comparative|平衡策略：用于比较两个或多个实体属性（released first）。
182|In what country did the repression of citizens by a dictator during the period of 1973 to 1990 occur?|Chile|Retrieval|侧重高频共现证据与语义匹配，定位具体历史事件。
183|The mother of the vice chair of Hillary Clinton's 2016 campaign for President is the director of what institue?|Institute of Muslim Minority Affairs|Relational|最高结构优先级，用于多跳路径发现（Campaign -> Vice Chair -> Mother -> Role）。
184|Michael Ralph DeVito (born June 10, 1984) is a former American football defensive end, he  the National Football League (NFL), DeVito attended high school at Nauset Regional High School an NEASC accredited high school located in North Eastham, in which state?|Massachusetts|Relational|最高结构优先级，用于多跳路径发现（Person -> School -> Location -> State）。
185|"""Apocalypic"" is a song sung by Lizzy Hale from which group?"|Halestorm|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
186|Ted Sutton plays Sergeant Cunningham in a2002 film that stars Mel Gibson as what character?|Graham Hess|Relational|最高结构优先级，用于多跳路径发现（Actor/Role -> Film -> Co-star Role）。
187|Who is the former professional tennis player from Italy, Chris Evert or Mara Santangelo?|Mara Santangelo|Comparative|平衡策略：用于比较两个或多个实体属性（Nationality Check）。
188|Who directed a film that included Sarah Manninen?|Martha Coolidge|Relational|最高结构优先级，用于多跳路径发现（Actor -> Film -> Director）。
189|The republic with the smallest population of all the members of the Council of Europe is one of few places in Europe where a species of beetle cannot be found, that wew originally described in 1809 by whom?|Panzer|Relational|最高结构优先级，用于多跳路径发现（Country -> Beetle Species -> Describer）。
190|At the 2011 census, what was he population of the city where Kerry Saxby-Junna was born?|6,960|Relational|最高结构优先级，用于多跳路径发现（Person -> Birth City -> Population）。
191|How many German scientists, engineers, and technicians, were recruited in post-Nazi Germany as a result of the clandestine operation where Arthur Rudolph became one of the main developers of the U.S. ?space program|more than 1,600|Retrieval|侧重高频共现证据与语义匹配，定位具体统计数据。
192|Marion is approximately 50 mi north of a city that is the third-most populous what in the U.S.?|state capital|Retrieval|极度依赖语义理解，挖掘概念定义（City Attribute/Type）。
193|Jayantabhai Ki Luv Story includes a lead role for the film actress and model who is a native of what city?|Bihar|Relational|最高结构优先级，用于多跳路径发现（Film -> Actress -> Native City）。
194|Which is currently more valuable, Temagami-Lorrain Mine or Meadowbank Gold Mine?|Meadowbank Gold Mine|Comparative|平衡策略：用于比较两个或多个实体属性（more valuable）。
195|St James Street appears as a segment of Whitecross Street on the 1610 map of the Monmouth by an English historian best known as a mapmaker of what perior?|Stuart period|Relational|最高结构优先级，用于多跳路径发现（Map/Location -> Mapmaker -> Era）。
196|The Pineground Bridge formerly carried Depot Road over the Suncook River into a town with a population of what?|2,523|Relational|最高结构优先级，用于多跳路径发现（Bridge/Road -> Town -> Population）。
197|Which city is the American rock band, that released their album on March 19, 2012, from?|Albuquerque, New Mexico|Relational|最高结构优先级，用于多跳路径发现（Album -> Band -> Origin）。
